Treename,Representative,Genus,New_genus,Species,Variety,Culture,Habitat,Salinity,growth,Reference,Reproduction,Motility,Reproduction_Motility,Informal_name,Symmetry,algaebase,Clade,Clade_diversity
nitzschia_sigmoidea_sigmoidearbge,,nitzschia,nitzschia,sigmoidea,,sigmoidearbge,benthos,freshwater,solitary,cracticula.nlc.ac.uk,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,776,nitzchioid,1310
nitzschia_sp_2_mlm2011_ccmp1532,,nitzschia,nitzschia,sp,,ccmp1532,benthos,marine,ambiguous,NCMA/Sarah Hamsher ID,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,776,nitzchioid,1310
nitzschia_sp_ccmp1447,,nitzschia,nitzschia,sp,,ccmp1447,benthos,marine,?,NCMA,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,776,nitzchioid,1310
nitzschia_sp_ccmp1500,,nitzschia,nitzschia,sp,,ccmp1500,?,ambiguous,?,algaebase/Sarah Hamsher ID,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,776,nitzchioid,1310
nitzschia_sp_ccmp2526,,nitzschia,nitzschia,sp,,ccmp2526,benthos,marine,solitary,NCMA/Sarah Hamsher ID,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,776,nitzchioid,1310
nitzschia_sp_ccmp2626,,nitzschia,nitzschia,sp,,ccmp2626,benthos,marine,solitary,NCMA,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,776,nitzchioid,1310
nitzschia_sp_ccmp580,,nitzschia,nitzschia,sp,,ccmp580,?,marine,?,NCMA,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,776,nitzchioid,1310
nitzschia_sp_dmst_dmst,,nitzschia,nitzschia,sp,,dmst,benthos,marine,?,McIlroy et al 2009,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,776,nitzchioid,1310
nitzschia_sp_mbic11128_mbic11128,,nitzschia,nitzschia,sp,,mbic11128,benthos,marine,?,NBRC,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,776,nitzchioid,1310
nitzschia_sp_ny060_ny060,,nitzschia,nitzschia,sp,,ny060,benthos,marine,?,Yamada and Horiguchi,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,776,nitzchioid,1310
nitzschia_stellata,,nitzschia,nitzschia,stellata,,,benthos,marine,colonial,Medlin and Hasle 1990,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,776,nitzchioid,1310
nitzschia_supralitorea_nzsu1,,nitzschia,nitzschia,supralitorea,,nzsu1,benthos,freshwater,solitary,algaebase,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,776,nitzchioid,1310
nitzschia_thermalis_c_10s148,,nitzschia,nitzschia,thermalis,,10s148,benthos,freshwater,?,algaebase,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,776,nitzchioid,1310
nitzschia_thermalis_hp,,nitzschia,nitzschia,thermalis,,hp,benthos,freshwater,?,algaebase,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,776,nitzchioid,1310
nitzschia_vitrea_fdccl1276,,nitzschia,nitzschia,vitrea,,fdccl1276,benthos,marine,solitary,Witkowski et al. 2000,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,776,nitzchioid,1310
odontella_aurita_hk203,yes,odontella,odontella,aurita,,hk203,benthos,marine,colonial,http://www.smhi.se/,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,12,eupodiscoid,164
odontella_aurita_var_obtusa_kmmcc1623,,odontella,odontella,aurita,obtusa,kmmcc1623,benthos,marine,colonial,http://www.smhi.se/,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,12,eupodiscoid,164
odontella_longicruris_hk284,,odontella,odontella,longicruris,,hk284,benthos,marine,solitary,,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,12,eupodiscoid,164
odontella_rhomboides_hk282,,odontella,odontella,rhomboides,,hk282,benthos,marine,solitary,,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,12,eupodiscoid,164
odontella_rhombus_hk340,,odontella,odontella,rhombus,,hk340,benthos,marine,solitary,,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,12,eupodiscoid,164
odontella_rostrata_hk225,,odontella,odontella,rostrata,,hk225,benthos,marine,solitary,,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,12,eupodiscoid,164
odontella_sp_2_mlm2011_ccmp2159,,odontella,odontella,sp,,ccmp2159,benthos,marine,solitary,,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,12,eupodiscoid,164
odontella_sp_hk335,,odontella,odontella,sp,,hk335,benthos,marine,solitary,,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,12,eupodiscoid,164
odontella_sp_hk341,,odontella,odontella,sp,,hk341,benthos,marine,solitary,,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,12,eupodiscoid,164
odontella_sp_hk407,,odontella,odontella,sp,,hk407,benthos,marine,solitary,,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,12,eupodiscoid,164
odontella_sp_kmmcc_540_kmmcc540,,odontella,odontella,sp,,kmmcc540,benthos,marine,solitary,,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,12,eupodiscoid,164
opephora_guentergrassii,,opephora,opephora,guentergrassii,,,benthos,marine,colonial,,Isogamous,Sessile,Isogamous_Sessile,Araphid,Pennate,21,staurosiroid,399
opephora_sp_hk296,yes,opephora,opephora,sp,,hk296,benthos,marine,colonial,,Isogamous,Sessile,Isogamous_Sessile,Araphid,Pennate,21,staurosiroid,399
opephora_sp_s0263,,opephora,opephora,sp,,s0263,benthos,marine,colonial,,Isogamous,Sessile,Isogamous_Sessile,Araphid,Pennate,21,staurosiroid,399
opephora_sp_s0357_s0357,,opephora,opephora,sp,,s0357,benthos,marine,colonial,,Isogamous,Sessile,Isogamous_Sessile,Araphid,Pennate,21,staurosiroid,399
opephora_sp_szczch153,,opephora,opephora,sp,,szczch153,benthos,marine,colonial,,Isogamous,Sessile,Isogamous_Sessile,Araphid,Pennate,21,staurosiroid,399
orizaformis_holarctica_ccmp143,yes,orizaformis,orizaformis,holarctica,,ccmp143,benthos,marine,colonial,Li et al. 2015,Isogamous,Sessile,Isogamous_Sessile,Araphid,Pennate,1,plagiogrammoid,104
palmerina_hardmaniana_hk233,yes,palmerina,palmerina,hardmaniana,,hk233,plankton,marine,solitary,Hasle & Syvertsen 1996,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,2,coscinodiscoid,375
palmerina_ostenfeldii,,palmerina,palmerina,ostenfeldii,,,plankton,marine,solitary,Hasle & Syvertsen 1996,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,2,coscinodiscoid,375
papiliocellulus_elegans,,papiliocellulus,papiliocellulus,elegans,,,benthos,marine,ambiguous,,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,2,cymatosiroid,32
papiliocellulus_simplex_hk134,yes,papiliocellulus,papiliocellulus,simplex,,hk134,benthos,marine,ambiguous,,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,2,cymatosiroid,32
paralia_allisonii_jamaicab4,,paralia,paralia,allisonii,,jamaicab4,benthos,marine,colonial,Round et al. 1990; Hasle and Syvertsen 1996,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,18,melosiroid,262
paralia_crawfordii_mexsmdia1,,paralia,paralia,crawfordii,,mexsmdia1,benthos,marine,colonial,Round et al. 1990; Hasle and Syvertsen 1996,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,18,melosiroid,262
paralia_guyana_vancouvera4,,paralia,paralia,guyana,,vancouvera4,benthos,marine,colonial,Round et al. 1990; Hasle and Syvertsen 1996,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,18,melosiroid,262
paralia_longispina_hk408,,paralia,paralia,longispina,,hk408,benthos,marine,colonial,Round et al. 1990; Hasle and Syvertsen 1996,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,18,melosiroid,262
paralia_marina_par1,,paralia,paralia,marina,,par1,benthos,marine,colonial,Round et al. 1990; Hasle and Syvertsen 1996,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,18,melosiroid,262
paralia_sulcata_hk048,yes,paralia,paralia,sulcata,,hk048,ambiguous,marine,colonial,Round et al. 1990; Hasle and Syvertsen 1996,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,18,melosiroid,262
parlibellus_delognei_f_ellipticus_gws009342,,parlibellus,parlibellus,delognei,ellipticus,gws009342,benthos,marine,colonial,Hamsher and Saunders 2014,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,20,amphipleuroid,179
parlibellus_hamulifer_hk409,yes,parlibellus,parlibellus,hamulifer,,hk409,benthos,marine,colonial,Navarro 1987,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,20,amphipleuroid,179
pauliella_taeniata_ccmp1115,yes,pauliella,pauliella,taeniata,,ccmp1115,benthos,marine,colonial,Hasle & Syvertsen 1996,Isogamous,Sessile,Isogamous_Sessile,Raphid,Pennate,1,cocconeid,406
perideraion_elongatum_hk411,,perideraion,perideraion,elongatum,,hk411,ambiguous,marine,colonial,Lobban et al. 2011,Isogamous,Sessile,Isogamous_Sessile,Araphid,Pennate,3,blekleyoid,6
perideraion_montgomeryi_hk246,yes,perideraion,perideraion,montgomeryi,,hk246,ambiguous,marine,colonial,Lobban et al. 2011,Isogamous,Sessile,Isogamous_Sessile,Araphid,Pennate,3,blekleyoid,6
petrodictyon_sp_19vi082cpe,yes,petrodictyon,petrodictyon,sp,,19vi082cpe,benthos,marine,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,5,surirelloid,393
petrodictyon_sp_36153,,petrodictyon,petrodictyon,sp,,36153,benthos,marine,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,5,surirelloid,393
petroneis_humerosa_pet14_e3568,yes,petroneis,petroneis,humerosa,,pet14_e3568,benthos,marine,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,15,lyrelloid,120
phaeodactylum_tricornutum,yes,phaeodactylum,phaeodactylum,tricornutum,,,benthos,marine,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,1,phaeodactylum,1
pierrecomperia_catenuloides_r10,yes,pierrecomperia,pierrecomperia,catenuloides,,r10,benthos,marine,solitary,Sabbe et al. 2010,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,1,cymatosiroid,32
pinnularia_acrosphaeria_enc2b,,pinnularia,pinnularia,acrosphaeria,,enc2b,benthos,freshwater,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,730,pinnularioid,982
pinnularia_acuminata_pin876tm,,pinnularia,pinnularia,acuminata,,pin876tm,benthos,freshwater,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,730,pinnularioid,982
pinnularia_anglica_at100gel01,,pinnularia,pinnularia,anglica,,at100gel01,benthos,freshwater,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,730,pinnularioid,982
pinnularia_borealis_tor12d,,pinnularia,pinnularia,borealis,,tor12d,benthos,freshwater,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,730,pinnularioid,982
pinnularia_borealis_var_borealis_ecrins7a,,pinnularia,pinnularia,borealis,subislandica,tor3a,benthos,freshwater,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,730,pinnularioid,982
pinnularia_borealis_var_subislandica_tor3a,,pinnularia,pinnularia,borealis,borealis,ecrins7a,benthos,freshwater,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,730,pinnularioid,982
pinnularia_brebissonii_hk092,,pinnularia,pinnularia,brebissonii,,hk092,benthos,freshwater,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,730,pinnularioid,982
pinnularia_cf_altiplanensis_tor11b,,pinnularia,pinnularia,cf,altiplanensis,tor11b,benthos,freshwater,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,730,pinnularioid,982
pinnularia_cf_gibba_e3603_12,,pinnularia,pinnularia,cf,gibba,e3603,benthos,freshwater,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,730,pinnularioid,982
pinnularia_cf_interrupta_te1,,pinnularia,pinnularia,cf,interrupta,te1,benthos,freshwater,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,730,pinnularioid,982
pinnularia_cf_isselana_cal878tm,,pinnularia,pinnularia,cf,isselana,cal878tm,benthos,freshwater,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,730,pinnularioid,982
pinnularia_cf_marchica_ecrins4a,,pinnularia,pinnularia,cf,marchica,ecrins4a,benthos,freshwater,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,730,pinnularioid,982
pinnularia_cf_microstauron_b2c,,pinnularia,pinnularia,cf,microstauron,b2c,benthos,freshwater,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,730,pinnularioid,982
pinnularia_grunowii_pin889mg,,pinnularia,pinnularia,grunowii,,pin889mg,benthos,freshwater,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,730,pinnularioid,982
pinnularia_mesolepta_at160gel30,,pinnularia,pinnularia,mesolepta,,at160gel30,benthos,freshwater,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,730,pinnularioid,982
pinnularia_microstauron_at105gel08,,pinnularia,pinnularia,microstauron,,at105gel08,benthos,freshwater,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,730,pinnularioid,982
pinnularia_neglectiformis_pin706f,,pinnularia,pinnularia,neglectiformis,,pin706f,benthos,freshwater,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,730,pinnularioid,982
pinnularia_neomajor_corsea2,,pinnularia,pinnularia,neomajor,,corsea2,benthos,freshwater,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,730,pinnularioid,982
pinnularia_nodosa_pin885tm,,pinnularia,pinnularia,nodosa,,pin885tm,benthos,freshwater,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,730,pinnularioid,982
pinnularia_obscura_at70gel12b,,pinnularia,pinnularia,obscura,,at70gel12b,benthos,freshwater,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,730,pinnularioid,982
pinnularia_parvulissima_pin877tm,,pinnularia,pinnularia,parvulissima,,pin877tm,benthos,freshwater,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,730,pinnularioid,982
pinnularia_rupestris_at160gel10,,pinnularia,pinnularia,rupestris,,at160gel10,benthos,freshwater,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,730,pinnularioid,982
pinnularia_sp_10__pin873tm,,pinnularia,pinnularia,sp,,pin873tm,benthos,freshwater,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,730,pinnularioid,982
pinnularia_sp_11__pin649k,,pinnularia,pinnularia,sp,,pin649k,benthos,freshwater,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,730,pinnularioid,982
pinnularia_sp_12__w045b,,pinnularia,pinnularia,sp,,w045b,benthos,freshwater,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,730,pinnularioid,982
pinnularia_sp_2__tor7f,,pinnularia,pinnularia,sp,,tor7f,benthos,freshwater,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,730,pinnularioid,982
pinnularia_sp_24_24,,pinnularia,pinnularia,sp,,24,benthos,freshwater,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,730,pinnularioid,982
pinnularia_sp_4__wiea,,pinnularia,pinnularia,sp,,wiea,benthos,freshwater,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,730,pinnularioid,982
pinnularia_sp_5__tor4i,,pinnularia,pinnularia,sp,,tor4i,benthos,freshwater,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,730,pinnularioid,982
pinnularia_sp_7__tor7c,,pinnularia,pinnularia,sp,,tor7c,benthos,freshwater,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,730,pinnularioid,982
pinnularia_sp_9__pin883tm,,pinnularia,pinnularia,sp,,pin883tm,benthos,freshwater,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,730,pinnularioid,982
pinnularia_sp_ustrain_bh18,,pinnularia,pinnularia,sp,,bh18,benthos,freshwater,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,730,pinnularioid,982
pinnularia_subanglica_pin650k,,pinnularia,pinnularia,subanglica,,pin650k,benthos,freshwater,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,730,pinnularioid,982
pinnularia_subcapitata_at10001,,pinnularia,pinnularia,subcapitata,,at10001,benthos,freshwater,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,730,pinnularioid,982
pinnularia_subcapitata_var_elongata_wiec,,pinnularia,pinnularia,subcapitata,elongata,wiec,benthos,freshwater,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,730,pinnularioid,982
pinnularia_subcommutata_var_nonfasciata_corsea10,,pinnularia,pinnularia,subcommutata,nonfasciata,corsea10,benthos,freshwater,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,730,pinnularioid,982
pinnularia_subgibba_tcc608,,pinnularia,pinnularia,subgibba,,tcc608,benthos,freshwater,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,730,pinnularioid,982
pinnularia_substreptoraphe_at7009,,pinnularia,pinnularia,substreptoraphe,,at7009,benthos,freshwater,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,730,pinnularioid,982
pinnularia_termitina_hk088,yes,pinnularia,pinnularia,termitina,,hk088,benthos,freshwater,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,730,pinnularioid,982
pinnularia_viridiformis_enc2a,,pinnularia,pinnularia,viridiformis,,enc2a,benthos,freshwater,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,730,pinnularioid,982
pinnularia_viridis_at16102,,pinnularia,pinnularia,viridis,,at16102,benthos,freshwater,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,730,pinnularioid,982
pinnunavis_sp_118_118,yes,pinnunavis,pinnunavis,sp,,118,benthos,marine,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,7,pinnularioid,982
placoneis_abiskoensis_fd363,,placoneis,placoneis,abiskoensis,,fd363,benthos,freshwater,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,104,cymbelloid,1443
placoneis_clementis_fd419,,placoneis,placoneis,clementis,,fd419,benthos,freshwater,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,104,cymbelloid,1443
placoneis_constans_pet9_e3383,,placoneis,placoneis,constans,,pet9_e3383,benthos,freshwater,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,104,cymbelloid,1443
placoneis_elginensis_fd212,,placoneis,placoneis,elginensis,,fd212,benthos,freshwater,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,104,cymbelloid,1443
placoneis_elginensis_hk096,yes,placoneis,placoneis,elginensis,,hk096,benthos,freshwater,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,104,cymbelloid,1443
placoneis_gastrum_ch333,,placoneis,placoneis,gastrum,,ch333,benthos,freshwater,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,104,cymbelloid,1443
placoneis_hambergii_at160gel09,,placoneis,placoneis,hambergii,,at160gel09,benthos,freshwater,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,104,cymbelloid,1443
placoneis_sp_at22009_at22009,,placoneis,placoneis,sp,,at22009,benthos,freshwater,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,104,cymbelloid,1443
plagiogramma_atomus_s0330,,plagiogramma,plagiogramma,atomus,,s0330,benthos,marine,colonial,,Isogamous,Sessile,Isogamous_Sessile,Araphid,Pennate,44,plagiogrammoid,104
plagiogramma_sp_hk324,,plagiogramma,plagiogramma,sp,,hk324,benthos,marine,colonial,,Isogamous,Sessile,Isogamous_Sessile,Araphid,Pennate,44,plagiogrammoid,104
plagiogramma_sp_hk374,,plagiogramma,plagiogramma,sp,,hk374,benthos,marine,colonial,,Isogamous,Sessile,Isogamous_Sessile,Araphid,Pennate,44,plagiogrammoid,104
plagiogramma_sp_hk410,,plagiogramma,plagiogramma,sp,,hk410,benthos,marine,colonial,,Isogamous,Sessile,Isogamous_Sessile,Araphid,Pennate,44,plagiogrammoid,104
plagiogramma_staurophorum_hk212,yes,plagiogramma,plagiogramma,staurophorum,,hk212,benthos,marine,colonial,,Isogamous,Sessile,Isogamous_Sessile,Araphid,Pennate,44,plagiogrammoid,104
plagiogrammopsis_sp_hk412,,plagiogrammopsis,plagiogrammopsis,sp,,hk412,benthos,marine,colonial,Hasle & Syvertsen 1996,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,6,cymatosiroid,32
plagiogrammopsis_vanheurckii_hk293,yes,plagiogrammopsis,plagiogrammopsis,vanheurckii,,hk293,benthos,marine,colonial,Hasle & Syvertsen 1996,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,6,cymatosiroid,32
plagiostriata_goreensis_s0388,yes,plagiostriata,plagiostriata,goreensis,,s0388,benthos,marine,solitary,,Isogamous,Sessile,Isogamous_Sessile,Araphid,Pennate,0,staurosiroid,399
planktoniella_sol_hk035,yes,planktoniella,planktoniella,sol,,hk035,plankton,marine,solitary,Hasle & Syvertsen 1996,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,5,thalassiosiroid,580
planothidium_caputium_d06014_b400040871,,planothidium,planothidium,caputium,,d06014,benthos,freshwater,solitary,algaebase,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,84,cocconeid,406
planothidium_frequentissimum_d06138_b400040872,,planothidium,planothidium,frequentissimum,,d06138,benthos,freshwater,solitary,westerndiatoms.colorado.edu,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,84,cocconeid,406
planothidium_lanceolatum_d06047_b400040874,yes,planothidium,planothidium,lanceolatum,,d06047,benthos,freshwater,solitary,westerndiatoms.colorado.edu,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,84,cocconeid,406
planothidium_sp_styx_1_lcrs1811,,planothidium,planothidium,sp,,styx1_lcrs1811,benthos,freshwater,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,84,cocconeid,406
pleurosigma_intermedium,yes,pleurosigma,pleurosigma,intermedium,,,benthos,marine,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,108,naviculoid,1624
pleurosigma_planktonicum,,pleurosigma,pleurosigma,planktonicum,,,plankton,marine,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,108,naviculoid,1624
pleurosigma_sp_102_102,,pleurosigma,pleurosigma,sp,,102,benthos,marine,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,108,naviculoid,1624
pleurosigma_sp_ggm2004,,pleurosigma,pleurosigma,sp,,ggm2004,benthos,marine,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,108,naviculoid,1624
pleurosigma_strigosum_x,,pleurosigma,pleurosigma,strigosum,,x,benthos,marine,solitary,,Isogamous,Motile,Isogamous_Motile,Raphid,Pennate,108,naviculoid,1624
pleurosira_cf_laevis_p203,,pleurosira,pleurosira,cf,laevis,p203,benthos,ambiguous,colonial,,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,5,eupodiscoid,164
pleurosira_laevis_hk068,yes,pleurosira,pleurosira,laevis,,hk068,benthos,ambiguous,colonial,,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,5,eupodiscoid,164
podocystis_spathulata_hk217,yes,podocystis,podocystis,spathulata,,hk217,benthos,marine,solitary,,Isogamous,Sessile,Isogamous_Sessile,Araphid,Pennate,4,licmophoroid,60
porosira_glacialis_hk115,yes,porosira,porosira,glacialis,,hk115,plankton,marine,ambiguous,http://www.smhi.se/,Oogamous,Sessile,Oogamous_Sessile,Centric,Centric,6,thalassiosiroid,580
